crop,area,rainfall,pesticide,soil_ph,fertilizer,temperature,yield
Orange,1.95,1054.13,2.33,6.95,158.41,24.4,24.46
Orange,11.32,875.02,1.81,6.64,184.69,27.04,19.25
Orange,15.72,1060.74,2.31,5.75,208.48,30.13,24.56
Orange,28.05,1244.22,1.36,6.41,237.39,20.44,25.76
Orange,7.95,880.74,1.8,6.27,226.4,25.1,29.61
Orange,24.39,977.21,0.88,6.17,186.47,32.42,19.49
Orange,55.88,1186.53,1.5,5.91,163.72,21.84,18.22
Orange,18.03,1254.27,2.4,6.37,234.1,27.49,29.37
Orange,32.49,959.04,2.0,5.73,167.79,29.34,23.9
Orange,6.71,1152.85,2.0,5.91,229.37,22.77,24.56
Orange,24.47,1184.42,2.28,5.94,231.68,34.84,25.44
Orange,17.65,1225.39,1.14,6.54,155.96,24.54,20.86
Orange,9.3,1362.18,1.72,6.42,181.54,28.01,21.01
Orange,1.09,1271.77,1.54,5.72,226.33,27.43,23.55
Orange,24.86,945.21,1.6,5.76,267.59,33.31,15.76
Orange,51.83,840.25,1.75,6.47,281.07,31.04,27.01
Orange,48.86,1273.07,1.53,6.9,244.06,22.09,20.96
Orange,24.78,1372.79,2.27,6.48,190.05,24.37,19.24
Orange,9.36,1068.25,1.5,6.48,285.18,34.77,16.48
Orange,22.04,1115.43,2.32,6.22,297.74,32.05,30.32
Orange,43.67,801.34,1.73,6.46,197.48,29.72,21.38
Orange,49.35,966.46,0.92,5.85,234.29,34.96,25.08
Orange,6.19,1373.18,1.59,6.16,255.89,28.21,21.63
Orange,46.12,1000.91,0.96,6.28,208.42,27.21,22.35
Orange,38.06,1112.69,0.52,5.94,248.99,30.94,28.95
Orange,52.36,1154.93,1.63,6.14,248.33,20.72,25.6
Orange,7.4,1189.85,0.84,5.58,259.53,28.96,28.96
Orange,45.21,1037.19,1.0,6.91,179.25,21.8,20.83
Orange,21.67,831.72,0.91,6.09,218.45,29.97,20.84
Orange,43.74,1074.63,1.33,6.6,190.96,28.45,25.41
Orange,39.09,967.24,2.1,5.78,150.81,24.79,21.99
Orange,12.49,1119.01,1.71,6.31,206.61,27.04,23.25
Orange,31.96,1178.04,1.85,6.73,208.82,22.36,22.42
Orange,32.31,907.84,1.01,5.62,152.37,31.51,18.72
Orange,29.4,991.13,1.83,6.46,251.78,33.32,22.16
Orange,19.08,1058.03,0.68,6.72,255.25,31.15,22.55
Orange,3.09,1082.22,1.98,6.89,235.66,23.9,29.34
Orange,4.14,1025.62,2.39,6.83,293.63,31.56,27.0
Orange,52.23,914.62,1.49,5.89,296.85,26.02,20.94
Orange,3.42,1234.77,0.59,6.27,221.86,30.35,25.52
Orange,9.55,1233.06,2.42,5.83,263.21,21.06,21.72
Orange,5.94,1256.59,0.52,6.15,277.84,29.56,19.37
Orange,33.88,829.9,1.21,5.68,158.43,21.37,15.93
Orange,31.17,1062.17,1.59,6.76,269.42,22.07,20.57
Orange,1.41,1227.72,2.31,6.48,214.02,29.26,20.91
Papaya,24.85,1353.7,0.64,6.54,283.48,25.25,27.56
Papaya,28.19,1120.78,0.92,6.4,252.47,26.28,44.42
Papaya,23.03,1008.9,1.66,6.95,217.61,30.26,38.16
Papaya,16.14,1598.27,1.39,6.01,297.53,25.27,35.49
Papaya,0.73,1563.17,0.63,6.01,317.74,24.05,33.39
Papaya,3.44,1425.56,0.5,6.38,352.98,22.05,42.14
Papaya,29.48,1607.89,1.1,6.93,373.68,23.5,34.78
Papaya,4.22,1520.03,1.39,6.37,275.04,34.54,41.56
Papaya,6.04,1123.57,1.59,6.31,226.04,24.86,32.15
Papaya,6.54,1467.19,1.82,6.23,330.83,27.95,28.95
Papaya,17.64,1132.92,0.4,6.22,284.25,33.48,38.0
Papaya,12.0,1216.16,0.68,6.13,248.38,32.83,36.73
Papaya,0.81,1374.15,0.8,6.01,290.51,30.82,44.08
Papaya,18.61,1008.01,0.74,6.15,311.86,33.41,32.68
Papaya,16.93,1099.02,0.59,6.61,205.61,34.67,27.43
Papaya,21.79,1214.39,1.68,6.74,362.15,27.29,44.53
Papaya,16.98,1389.38,0.43,6.05,319.33,27.33,40.26
Papaya,7.08,1127.34,1.98,6.36,301.74,33.11,36.76
Papaya,25.48,1990.92,1.65,6.38,328.86,26.12,32.69
Papaya,19.78,1412.32,0.68,6.17,218.49,27.05,37.18
Papaya,23.24,1917.63,1.62,6.07,201.57,33.32,43.77
Papaya,7.53,1657.66,0.77,6.84,284.11,27.47,44.96
Papaya,2.31,1957.81,0.76,6.76,398.35,22.1,32.2
Papaya,9.8,1283.59,0.79,6.45,214.88,28.69,38.99
Papaya,3.9,1919.82,1.34,6.8,281.81,34.9,43.51
Papaya,17.27,1072.72,1.3,6.99,361.56,22.21,36.79
Papaya,15.13,1337.8,0.97,6.42,379.76,31.65,44.3
Papaya,9.83,1148.44,0.68,6.09,388.24,24.58,37.69
Papaya,11.13,1349.72,0.43,6.03,383.46,22.54,36.4
Papaya,4.21,1634.8,0.71,6.23,345.04,32.45,31.88
Papaya,28.45,1770.53,0.86,6.94,279.71,25.77,32.0
Papaya,27.22,1346.09,1.39,6.62,321.15,26.22,31.73
Papaya,8.49,1706.69,1.04,6.18,307.28,29.84,32.37
Papaya,13.67,1803.98,0.39,6.45,292.24,29.71,36.87
Papaya,7.03,1475.69,0.85,6.75,322.86,26.58,54.26
Papaya,5.69,1891.22,0.37,6.07,344.34,31.07,45.63
Papaya,21.61,1227.36,1.0,6.53,297.4,24.57,27.47
Papaya,8.73,1654.61,0.83,6.95,223.03,32.77,43.24
Papaya,1.28,1516.56,1.57,6.68,284.0,26.32,41.09
Papaya,23.91,1724.5,1.69,6.44,312.12,29.37,46.24
Papaya,19.0,1666.53,0.74,6.81,264.94,29.13,37.25
Papaya,13.12,1511.04,0.49,6.22,297.69,25.22,27.95
Papaya,23.11,1266.39,1.45,6.57,249.57,22.15,34.37
Papaya,27.28,1449.04,1.67,6.21,244.94,31.5,34.82
Papaya,12.49,1345.15,1.88,6.96,359.68,28.12,34.83
Papaya,28.84,1131.53,1.8,6.25,350.36,30.76,42.21
Papaya,6.43,1204.77,1.4,6.26,308.89,27.32,28.86
Papaya,29.89,1012.24,0.52,6.1,353.64,34.06,41.63
Papaya,10.68,1331.8,1.31,6.88,229.99,23.02,39.1
Papaya,7.63,1705.08,1.51,6.87,335.61,28.98,55.87
Papaya,29.95,1517.35,0.57,6.23,279.97,32.96,32.83
Papaya,5.07,1796.29,0.71,6.75,320.84,27.16,54.99
Papaya,24.06,1948.56,1.75,6.93,357.63,27.23,53.25
Papaya,1.72,1064.63,1.03,6.65,345.68,27.34,33.77
Papaya,29.77,1251.61,1.13,6.6,201.91,27.7,38.08
Papaya,2.43,1616.4,1.54,6.69,262.48,33.57,40.04
Papaya,19.3,1451.35,0.99,6.64,375.86,32.24,31.98
Papaya,29.87,1838.62,0.72,6.19,370.72,29.04,45.76
Papaya,9.79,1606.65,1.16,6.44,249.71,29.91,39.23
Papaya,4.4,1650.63,1.17,6.14,285.23,31.89,31.71
Papaya,6.27,1768.36,1.26,6.47,210.41,24.12,36.67
Papaya,15.79,1554.12,0.84,6.34,227.27,31.41,35.92
Papaya,2.49,1314.8,0.88,6.46,229.18,34.35,33.7
Papaya,2.31,1043.62,1.17,6.61,283.43,29.89,28.0
Papaya,19.57,1576.87,1.09,6.18,378.85,34.33,31.75
Papaya,23.01,1807.17,2.0,6.91,240.75,26.89,42.75
Papaya,17.74,1421.28,0.33,6.63,306.7,23.49,35.83
Papaya,27.96,1865.52,1.31,6.95,311.06,34.38,37.73
Papaya,28.41,1727.83,1.69,6.27,324.35,32.16,40.42
Papaya,22.2,1114.01,1.17,6.0,226.27,34.41,33.43
Papaya,22.26,1402.01,0.4,6.04,268.17,22.82,40.21
Papaya,20.44,1572.99,0.95,6.19,238.95,29.43,44.36
Papaya,24.4,1156.88,1.6,6.62,277.97,29.1,44.43
Papaya,17.53,1322.34,0.38,6.59,282.25,23.67,38.45
Papaya,2.17,1118.15,1.3,6.2,253.89,25.17,26.54
Papaya,1.68,1733.34,0.99,6.12,347.03,32.02,55.42
Papaya,2.04,1755.37,1.13,6.77,232.43,34.2,28.82
Papaya,5.76,1168.88,0.55,6.78,236.22,22.49,32.38
Papaya,10.78,1701.2,0.94,6.1,369.83,27.65,54.0
Papaya,20.18,1742.62,1.58,6.12,280.94,29.49,31.43
Papaya,18.3,1401.49,1.43,6.97,356.14,33.88,41.7
Papaya,26.39,1682.07,0.33,6.8,352.36,28.94,50.87
Papaya,17.23,1449.25,0.5,6.99,341.83,30.39,48.63
Papaya,16.26,1503.87,0.86,6.67,362.86,34.53,46.5
Papaya,12.65,1384.49,1.7,6.79,379.98,26.63,49.5
Papaya,8.87,1892.16,1.58,6.82,340.46,24.43,38.26
Papaya,1.32,1813.66,1.65,6.16,338.31,29.52,38.64
Papaya,29.37,1355.21,0.36,6.5,311.82,32.09,35.84
Papaya,23.31,1800.52,1.93,6.06,396.29,31.18,43.89
Papaya,18.81,1294.9,1.56,6.09,360.87,30.5,39.03
Papaya,26.55,1497.33,1.21,6.27,290.9,27.07,35.22
Papaya,14.93,1041.5,1.44,6.05,335.46,30.8,38.19
Papaya,19.87,1622.11,0.87,6.06,229.92,24.04,40.81
Papaya,23.21,1731.53,0.88,6.97,342.72,27.55,37.54
Papaya,15.16,1351.44,0.76,6.76,200.45,32.39,42.92
Papaya,6.24,1931.54,0.85,6.23,340.5,24.26,51.06
Papaya,17.96,1348.21,0.88,6.97,389.61,23.1,28.73
Papaya,22.55,1926.01,1.38,6.28,289.38,33.67,31.75
Papaya,11.61,1288.85,0.71,6.53,390.41,30.83,42.54
Papaya,10.47,1184.92,0.49,6.06,305.03,25.27,35.59
Coconut,86.54,2026.11,0.71,6.62,213.14,29.59,23.76
Coconut,55.16,2353.59,0.66,6.29,171.21,33.15,14.53
Coconut,52.8,2294.42,1.88,5.99,134.77,30.69,13.53
Coconut,32.77,2214.39,0.73,6.24,233.55,26.57,19.49
Coconut,10.46,2431.05,0.9,6.69,186.86,30.55,13.5
Coconut,8.69,1833.27,1.87,6.52,133.29,32.07,12.72
Coconut,4.8,1838.59,0.51,6.53,197.41,22.64,16.79
Coconut,96.03,1650.55,1.34,6.61,128.42,24.0,12.32
Coconut,30.27,2408.38,0.67,6.19,163.11,29.5,15.6
Coconut,66.81,1768.27,1.04,5.68,231.65,31.49,17.13
Coconut,36.53,1967.72,1.63,5.81,222.52,26.52,17.25
Coconut,96.55,2132.74,1.51,6.68,139.03,29.67,22.96
Coconut,59.84,1619.85,1.49,5.96,237.75,26.83,17.32
Coconut,62.02,2297.43,0.84,6.04,117.83,33.94,15.11
Coconut,55.33,1610.25,1.67,6.68,161.57,33.07,13.83
Coconut,87.34,1683.45,1.24,6.3,177.0,30.13,13.03
Coconut,54.66,2066.32,1.96,6.67,239.47,21.45,21.94
Coconut,43.46,1509.66,1.78,6.33,146.83,20.1,10.0
Coconut,22.82,2223.93,1.77,5.66,141.13,31.85,20.68
Coconut,75.91,1867.11,1.75,6.43,117.56,31.44,17.99
Coconut,20.54,2088.26,0.7,5.62,163.37,27.53,12.35
Coconut,71.9,2370.14,0.63,5.56,158.33,27.23,21.0
Coconut,3.19,2083.89,1.22,5.88,184.24,26.83,22.14
Coconut,68.62,1691.21,0.4,6.26,138.19,31.19,13.72
Coconut,98.59,1580.41,1.28,5.83,107.59,21.35,11.08
Coconut,99.95,2320.86,1.32,5.97,209.84,21.59,21.48
Coconut,78.43,1585.55,1.08,6.46,236.71,21.72,20.05
Coconut,47.86,2050.83,0.89,6.77,197.33,29.19,22.13
Coconut,17.16,2233.98,0.94,6.24,163.01,29.38,16.59
Coconut,93.82,1666.23,1.29,6.45,216.93,22.83,15.59
Coconut,88.37,1739.93,1.96,5.9,221.75,28.32,22.76
Coconut,59.04,1794.75,1.77,6.96,110.3,30.36,17.0
Coconut,38.39,2119.97,0.77,5.6,218.61,25.85,23.35
Coconut,23.94,1746.71,1.23,6.25,150.23,34.56,14.34
Coconut,55.8,1657.23,1.78,6.37,188.28,33.92,18.95
Coconut,20.91,1868.98,0.86,6.77,168.73,25.75,19.73
Coconut,88.78,1572.59,0.93,6.86,163.56,31.74,12.98
Coconut,66.76,1575.51,0.33,6.79,193.37,27.85,23.17
Coconut,25.84,2149.82,1.78,5.62,112.12,25.94,15.93
Coconut,70.45,1673.84,1.51,5.51,221.39,33.96,15.83
Coconut,83.72,1562.6,0.34,6.33,223.69,27.88,23.35
Coconut,97.86,1998.66,1.3,5.85,159.51,27.91,13.39
Coconut,27.26,1590.04,1.57,7.0,213.18,25.22,15.53
Coconut,47.89,2031.55,0.76,5.84,110.25,20.95,12.67
Coconut,77.18,2097.7,1.21,6.2,161.97,23.02,16.49
Coconut,29.09,1618.28,1.21,6.2,171.18,31.52,10.47
Coconut,58.5,1711.14,1.23,6.27,124.88,21.56,9.5
Coconut,9.53,1899.19,1.3,6.68,177.09,26.52,20.82
Coconut,43.69,2331.69,0.48,6.94,114.92,23.77,20.36
Coconut,55.76,2392.01,1.47,6.42,107.62,22.31,13.6
Coconut,55.44,1680.65,0.69,6.42,112.05,28.72,12.44
Coconut,37.02,1650.7,0.51,6.92,221.99,32.06,14.29
Coconut,76.65,2438.3,1.46,6.57,157.65,26.5,18.98
Coconut,74.02,2467.57,0.91,6.78,128.29,32.64,15.01
Coconut,57.48,1733.21,1.14,6.49,124.9,27.6,16.98
Coconut,64.6,1719.77,1.36,6.88,153.47,23.15,12.55
Coconut,34.82,2109.45,1.44,6.05,190.56,25.89,24.6
Coconut,59.24,1717.96,1.65,6.99,211.96,34.41,14.42
Coconut,33.23,2338.67,1.53,6.52,170.61,30.95,20.1
Coconut,46.86,1957.07,1.32,6.11,117.38,33.54,17.19
Coconut,52.54,2422.87,1.24,5.58,198.01,21.24,21.91
Coconut,38.92,2407.37,1.31,6.92,120.51,22.13,20.51
Coconut,16.26,1681.44,1.31,6.84,193.36,29.38,21.04
Coconut,46.13,2096.51,0.74,5.88,186.51,31.82,19.3
Coconut,13.8,2422.95,0.87,6.34,135.03,25.92,16.35
Coconut,4.87,1585.58,0.99,6.1,190.59,24.99,13.37
Coconut,17.96,1673.21,1.69,6.24,141.34,21.43,15.88
Coconut,60.6,1920.26,0.77,5.93,118.6,26.61,16.04
Coconut,98.23,1991.42,0.38,5.81,120.38,32.12,18.92
Coconut,77.21,1909.61,0.72,6.14,182.04,21.94,18.8
Coconut,95.84,2359.98,1.56,5.7,142.87,29.49,18.67
Coconut,96.97,2415.9,1.36,6.28,165.18,28.42,13.22
Coconut,72.16,1840.8,0.64,6.55,197.29,27.3,23.57
Coconut,19.92,1809.12,0.97,5.69,233.6,24.76,17.29
Coconut,65.54,1661.6,2.0,6.29,237.14,28.85,13.05
Coconut,67.79,2045.54,0.71,6.87,173.19,31.05,18.64
Coconut,91.66,2445.95,1.7,6.25,133.8,32.93,10.44
Coconut,93.43,2438.77,0.4,6.33,235.01,29.11,15.26
Coconut,98.72,1807.43,1.79,5.57,124.94,24.9,12.92
Coconut,23.69,2495.28,1.41,6.04,168.35,31.25,21.67
Coconut,77.0,1572.28,0.6,6.46,198.2,34.15,16.49
Coconut,96.13,1940.14,0.53,6.5,209.11,28.52,18.33
Coconut,13.47,2334.38,1.38,6.77,238.21,30.7,26.24
Coconut,42.89,1918.63,0.34,6.6,157.83,24.14,16.28
Coconut,86.17,2104.79,1.77,5.83,115.08,28.79,17.79
Coconut,59.35,1848.57,1.4,6.84,236.12,29.69,17.03
Coconut,14.9,1621.83,1.95,5.58,195.27,27.62,16.25
Coconut,61.73,1781.06,0.8,6.35,202.31,30.29,13.88
Coconut,36.58,2113.17,0.82,6.55,197.02,25.98,15.38
Coconut,61.2,2080.47,1.71,6.28,169.66,25.16,20.9
Coconut,40.08,2492.96,0.94,5.78,207.38,24.48,23.36
Coconut,79.6,1525.58,1.32,6.64,236.26,33.41,19.18
Coconut,42.98,2415.19,1.39,6.76,218.49,22.43,20.85
Coconut,78.3,1717.03,1.52,6.14,242.65,25.73,14.37
Coconut,23.09,2125.2,0.57,5.87,163.43,26.35,18.94
Coconut,90.86,1941.98,0.71,6.35,228.2,32.48,13.47
Coconut,21.64,1775.35,1.21,5.94,103.31,20.98,15.88
Coconut,87.26,2394.49,1.3,6.39,227.46,22.22,17.99
Coconut,3.8,1733.79,1.41,6.37,130.14,32.41,18.49
Coconut,66.11,2041.34,0.35,5.87,178.48,20.2,19.67
Cotton,54.93,897.9,3.98,6.23,296.4,28.46,2.73
Cotton,24.48,806.29,2.05,7.26,334.89,35.0,2.5
Cotton,15.21,774.75,2.57,7.35,194.26,25.21,2.99
Cotton,66.06,545.54,2.97,5.63,300.46,25.05,3.83
Cotton,140.46,550.81,2.53,6.22,224.35,23.34,2.63
Cotton,47.94,714.4,3.63,5.81,194.4,25.67,2.61
Cotton,12.1,981.44,3.86,7.48,267.1,33.78,2.74
Cotton,89.13,562.6,1.62,7.83,260.25,26.24,4.72
Cotton,17.97,678.24,2.55,5.92,294.49,24.37,2.43
Cotton,18.58,749.92,3.94,6.96,300.04,33.66,3.51
Cotton,1.7,953.46,3.56,6.65,324.03,24.38,3.81
Cotton,90.91,879.18,2.79,5.97,294.48,24.72,3.59
Cotton,117.58,541.5,1.54,7.94,283.1,23.02,3.84
Cotton,74.38,621.37,1.53,7.43,265.46,33.48,4.33
Cotton,81.54,837.96,2.8,6.7,303.06,23.79,3.71
Cotton,57.94,872.46,1.05,7.81,344.89,32.02,5.1
Cotton,38.23,593.19,2.44,7.82,173.78,23.12,3.0
Cotton,103.32,897.37,2.76,6.52,268.72,27.01,3.97
Cotton,39.31,972.0,1.56,7.72,225.73,30.38,3.97
Cotton,124.76,849.76,3.47,7.29,210.09,26.27,2.91
Cotton,121.9,654.85,2.6,7.65,152.38,34.87,3.18
Cotton,80.43,766.91,2.45,6.42,173.67,20.01,3.42
Cotton,86.82,520.77,2.39,7.19,269.49,27.68,4.72
Cotton,74.54,790.7,3.31,5.98,190.08,22.12,3.25
Cotton,147.44,750.85,1.53,7.94,312.29,21.41,3.66
Cotton,140.89,721.36,3.02,5.96,287.58,21.64,2.6
Cotton,126.01,593.46,2.94,6.97,215.25,26.38,3.55
Cotton,11.22,744.87,3.15,6.82,244.51,21.2,2.85
Cotton,140.8,872.46,1.98,6.79,286.72,30.38,3.93
Cotton,20.74,651.7,3.12,5.66,245.35,34.82,2.06
Cotton,125.78,971.36,1.23,7.01,332.16,31.8,4.53
Cotton,108.33,954.64,2.75,7.13,255.19,30.45,5.14
Cotton,45.38,692.09,1.74,5.51,239.77,30.93,2.06
Cotton,113.68,670.58,3.79,7.19,183.06,27.03,3.7
Cotton,92.04,701.29,3.17,7.5,334.93,20.72,3.12
Cotton,118.82,684.09,1.12,5.52,165.57,32.41,3.56
Cotton,14.67,955.82,3.78,6.31,340.19,32.95,3.88
Cotton,37.38,733.7,1.29,6.06,205.76,33.86,2.44
Cotton,58.63,801.35,3.33,6.08,322.68,23.94,5.01
Cotton,58.12,879.92,1.23,6.4,196.19,31.95,3.49
Cotton,97.83,700.3,3.52,6.13,194.96,30.77,2.57
Cotton,7.53,976.81,3.86,7.64,189.25,27.87,4.03
Cotton,147.39,640.76,3.5,7.96,325.6,32.95,3.75
Cotton,51.24,551.3,2.3,6.25,329.45,34.76,3.21
Cotton,114.51,808.41,2.55,6.04,319.07,20.7,2.78
Cotton,92.07,974.73,3.53,7.07,164.24,33.86,2.85
Cotton,17.42,719.31,2.56,7.5,209.45,33.63,2.52
Cotton,146.07,862.73,1.62,5.85,347.86,21.57,2.73
Cotton,34.11,948.7,1.33,7.51,215.47,21.01,2.32
Cotton,79.84,515.3,3.44,5.98,187.25,30.91,2.04
Cotton,86.81,584.41,2.58,7.31,163.85,30.73,3.7
Cotton,65.19,911.63,3.69,5.72,209.01,31.51,3.19
Cotton,75.95,815.52,3.76,6.88,331.38,34.53,3.48
Cotton,54.15,703.14,3.55,5.71,345.0,24.4,3.09
Cotton,88.86,866.62,1.31,6.84,187.68,23.1,3.24
Cotton,41.71,872.43,2.19,5.8,216.17,25.47,3.31
Cotton,55.41,647.88,3.84,6.46,347.84,25.6,3.27
Cotton,134.64,926.15,1.12,6.44,159.34,26.32,3.37
Cotton,136.77,531.59,2.58,7.04,273.12,33.7,3.08
Cotton,119.75,791.62,2.49,7.73,250.08,22.65,2.73
Cotton,80.16,764.4,3.86,5.59,237.26,22.06,2.58
Cotton,47.79,995.61,1.84,7.67,343.47,22.46,4.05
Cotton,37.44,953.73,1.68,5.7,219.71,20.5,3.25
Cotton,125.95,655.58,1.26,7.01,283.75,30.74,4.83
Cotton,95.04,529.74,1.27,5.78,268.0,20.34,3.14
Cotton,14.73,720.38,1.52,6.2,343.07,21.16,3.14
Cotton,109.68,861.76,1.65,5.58,278.91,33.84,2.9
Cotton,132.09,988.76,2.99,6.45,291.62,34.65,4.1
Cotton,42.46,931.12,3.13,7.76,232.18,27.98,4.33
Cotton,73.77,915.21,3.29,7.63,238.76,28.04,3.3
Cotton,87.29,755.79,2.29,6.93,296.73,20.35,3.06
Cotton,134.68,604.48,3.9,5.61,271.6,30.45,2.72
Cotton,8.36,656.28,2.94,5.83,214.25,30.64,2.0
Cotton,114.61,977.74,3.73,6.07,316.12,30.16,2.98
Cotton,104.94,959.41,1.36,6.53,190.61,30.94,3.97
Cotton,14.73,601.64,2.6,7.6,205.6,23.08,2.35
Cotton,138.17,878.27,2.46,7.04,232.3,30.01,3.64
Cotton,97.76,632.49,1.89,6.22,316.97,27.63,2.52
Cotton,36.44,877.76,1.16,6.12,155.16,24.72,2.68
Cotton,142.21,630.38,2.49,5.73,305.34,32.76,3.19
Cotton,80.16,686.66,1.69,7.79,239.66,31.86,3.99
Cotton,36.53,827.4,1.57,6.19,326.06,33.28,3.85
Cotton,39.99,766.28,2.04,6.34,342.74,29.23,3.01
Cotton,95.16,637.08,3.27,6.49,324.94,30.11,3.38
Cotton,69.41,884.83,3.78,5.6,205.97,33.94,3.26
Cotton,68.61,631.82,3.42,6.6,180.53,22.28,3.14
Cotton,18.0,859.98,3.7,6.27,337.62,31.18,3.42
Cotton,1.2,682.37,3.43,7.77,165.24,20.26,3.73
Cotton,81.61,801.14,2.47,5.58,239.38,32.05,3.19
Cotton,8.91,763.13,1.93,6.42,336.84,23.43,4.97
Cotton,145.44,786.01,1.31,6.13,244.54,22.64,2.9
Cotton,48.25,753.38,1.4,7.3,274.43,32.29,2.99
Cotton,149.9,908.2,1.51,6.52,246.19,22.39,2.21
Cotton,116.91,856.7,3.65,5.8,346.4,27.33,2.75
Cotton,118.77,807.87,1.26,6.11,182.61,31.31,4.07
Cotton,146.2,500.07,1.16,6.41,212.4,33.22,3.48
Cotton,130.27,627.63,2.12,7.86,156.99,34.3,2.06
Cotton,131.55,556.77,3.64,6.64,261.0,33.41,3.38
Cotton,129.09,503.86,3.23,6.34,343.5,20.04,3.32
Cotton,113.09,641.43,1.49,7.64,230.79,28.44,2.37
Jute,74.79,1816.38,0.75,6.83,239.92,25.9,3.73
Jute,77.29,1927.22,2.22,6.16,133.01,29.04,2.92
Jute,3.24,2125.77,0.63,7.26,219.71,34.66,3.06
Jute,63.8,1633.39,2.31,6.84,229.93,27.91,3.59
Jute,94.44,2252.81,2.2,6.12,237.43,29.15,2.57
Jute,83.83,2255.23,2.4,6.76,173.05,32.21,3.51
Jute,17.63,1697.78,1.28,6.71,222.77,34.42,3.75
Jute,63.36,2448.22,2.19,6.67,121.73,30.45,2.3
Jute,57.86,1658.92,2.04,7.08,205.71,28.71,3.06
Jute,15.8,1500.87,1.95,6.92,158.78,33.4,3.46
Jute,87.35,2144.51,2.24,7.42,233.54,33.35,3.85
Jute,64.31,1808.33,0.65,7.07,232.28,34.07,2.83
Jute,50.2,1612.21,2.16,6.71,170.68,29.91,3.23
Jute,83.55,1936.95,1.97,6.3,221.89,24.97,2.77
Jute,68.09,2138.88,2.44,6.12,221.83,24.61,3.3
Jute,26.79,2318.66,2.11,7.13,242.26,31.3,2.69
Jute,81.06,2300.65,1.67,6.1,227.15,30.72,4.37
Jute,92.33,2128.19,2.06,6.59,226.92,28.98,2.76
Jute,87.08,2072.75,1.49,7.08,235.15,29.37,4.47
Jute,49.91,2172.97,1.53,6.26,133.64,34.51,2.94
Jute,43.2,2316.03,1.51,7.47,219.9,27.33,3.23
Jute,91.05,2281.27,1.61,6.48,164.88,31.38,2.73
Jute,65.62,2080.12,2.36,7.06,220.51,27.49,3.12
Jute,73.13,1966.6,1.08,6.72,228.9,28.5,2.75
Jute,86.73,1982.68,1.22,6.6,201.59,33.65,2.37
Jute,24.61,1871.72,2.04,6.79,168.75,33.35,3.1
Jute,40.64,2039.09,0.52,6.43,206.26,30.45,3.88
Jute,62.55,2450.03,1.9,6.09,149.02,27.43,2.86
Jute,15.23,1724.55,1.47,6.16,216.02,32.65,2.63
Jute,67.87,2317.52,2.05,7.38,190.55,24.79,3.07
Jute,24.38,1719.15,2.21,6.14,165.78,31.24,2.1
Jute,96.26,1755.49,1.41,6.37,240.17,30.01,2.8
Jute,2.65,1758.36,1.96,7.13,161.2,28.85,2.38
Jute,25.33,2125.05,1.45,6.92,144.14,29.47,3.1
Jute,30.63,1980.59,2.46,6.18,133.36,28.6,2.43
Jute,16.12,2285.19,0.95,6.95,150.84,33.2,2.4
Jute,32.72,2251.98,1.56,6.5,176.86,30.87,2.86
Jute,64.72,1776.58,1.65,6.61,140.05,28.6,3.14
Jute,70.41,1754.1,1.14,6.77,155.85,24.08,2.78
Jute,91.49,2035.69,0.9,6.38,138.35,31.2,2.68
Jute,13.02,1837.82,1.16,6.78,154.87,25.27,2.31
Jute,64.29,1604.68,2.1,6.4,133.07,34.35,3.15
Jute,59.79,2243.34,0.56,7.36,225.34,31.11,4.46
Jute,77.21,2039.51,1.28,7.39,144.23,27.65,3.92
Jute,9.9,1516.8,1.51,7.17,116.24,33.06,3.57
Jute,33.87,1913.32,1.95,6.41,172.16,31.55,2.54
Jute,14.28,2096.45,0.77,7.13,105.84,28.66,3.19
Jute,95.65,2303.75,1.08,7.01,246.48,33.56,3.97
Jute,14.05,1656.77,0.66,6.49,181.57,29.83,2.33
Jute,30.46,1566.39,1.99,7.45,159.78,31.34,2.69
Jute,37.67,1926.64,1.67,6.9,161.5,30.93,3.48
Jute,82.92,1671.38,2.4,6.73,140.43,33.96,3.14
Jute,24.01,2191.32,1.37,7.47,140.04,26.36,2.77
Jute,21.76,1954.63,0.65,6.92,218.43,34.87,3.04
Jute,25.16,1676.21,1.98,7.1,156.31,29.59,2.79
Jute,91.44,2435.02,0.95,6.61,151.78,31.1,3.77
Jute,25.62,1825.96,2.17,7.04,166.87,34.41,2.41
Jute,37.51,1622.56,2.48,6.3,242.24,26.18,2.33
Jute,51.93,1961.47,0.69,7.46,146.85,25.61,2.82
Jute,52.62,1883.93,2.11,6.99,237.97,28.6,3.08
Jute,7.62,1856.24,1.79,6.13,158.68,30.91,3.03
Jute,52.92,1592.78,2.32,6.32,125.61,31.32,2.31
Jute,34.63,2211.62,1.79,6.16,176.85,34.07,3.23
Jute,15.24,1514.12,0.69,7.44,230.74,34.37,2.44
Jute,39.35,1624.3,1.07,6.01,246.1,25.75,3.56
Jute,54.67,2300.14,0.93,7.5,164.91,27.76,2.4
Jute,39.38,2465.84,1.04,7.16,248.99,28.03,2.83
Jute,85.28,1574.67,0.59,7.06,173.92,33.8,3.21
Jute,27.42,2329.14,2.21,7.01,246.99,26.11,4.15
Jute,44.01,1990.87,1.52,6.2,155.68,27.5,2.49
Jute,96.62,2473.11,1.19,6.13,217.51,29.23,3.29
Jute,35.92,2455.08,1.63,6.79,207.33,30.73,4.42
